scheme,slot,prior_std_deg,sensing_fraction,elements,posterior_std_deg,raw_rate,net_rate,score
No sensing,237,7.932732062453878,0.0,8,7.932732062453878,0.7223902134355946,0.7223902134355946,
No sensing,238,7.933639642351029,0.0,8,7.933639642351029,0.7223359272288651,0.7223359272288651,
No sensing,239,7.934547118436172,0.0,8,7.934547118436172,0.7222816537632555,0.7222816537632555,
Fixed 5%,0,0.5063595560468865,0.05,64,0.4934577085871062,3.1535135906448346,2.995837911112593,
Fixed 5%,1,0.4999005002638399,0.05,64,0.48747416657549436,3.161623220688685,3.003542059654251,
Fixed 5%,2,0.4939950030905908,0.05,64,0.4819934528508792,3.1689785960081593,3.010529666207751,
Fixed 5%,3,0.48858744211360233,0.05,64,0.47696657448311097,3.1756625406136068,3.0168794135829264,
Fixed 5%,4,0.48362910703777234,0.05,64,0.472350395580901,3.1817469546709525,3.0226596069374048,
Fixed 5%,5,0.47907712970401084,0.05,64,0.4681067654753752,3.187294514480629,3.0279297887565972,
Fixed 5%,6,0.47489361322702367,0.05,64,0.46420180348629825,3.1923600704005484,3.032742066880521,
Fixed 5%,7,0.47104491756087535,0.05,64,0.4606053077711153,3.196991802260136,3.037142212147129,
Fixed 5%,8,0.4675010690329209,0.05,64,0.4572902633089113,3.2012321790453493,3.041170570093082,
Fixed 5%,9,0.464235268928518,0.05,64,0.45423242969657074,3.2051187598038555,3.0448628218136626,
Fixed 5%,10,0.46122348182638107,0.05,64,0.4514099936657858,3.208684865107805,3.0482506218524144,
Fixed 5%,11,0.4584440886098814,0.05,64,0.4488032744417577,3.211960142486632,3.0513621353623006,
Fixed 5%,12,0.4558775922872758,0.05,64,0.4463944725239095,3.2149710446060764,3.0542224923757724,
Fixed 5%,13,0.4535063672098766,0.05,64,0.44416745436723426,3.2177412353236026,3.056854173557422,
Fixed 5%,14,0.4513144441728728,0.05,64,0.44210756691916175,3.220291935868945,3.0592773390754977,
Fixed 5%,15,0.4492873253578172,0.05,64,0.4402014771230422,3.2226422211103762,3.0615101100548574,
Fixed 5%,16,0.4474118242305496,0.05,64,0.4384370324109804,3.2248092740419194,3.0635688103398233,
Fixed 5%,17,0.44567592641890263,0.05,64,0.4368031389321152,3.2268086051638476,3.065468174905655,
Fixed 5%,18,0.44406866831712943,0.05,64,0.43528965483986176,3.228654242251374,3.0672215301388053,
Fixed 5%,19,0.4425800307408887,0.05,64,0.4338872964252029,3.230358895054651,3.0688409503019183,
Fixed 5%,20,0.44120084541982907,0.05,64,0.4325875552573068,3.231934098700659,3.0703373937656258,
Fixed 5%,21,0.4399227124887887,0.05,64,0.43138262479636996,3.233390338937993,3.0717208219910934,
Fixed 5%,22,0.43873792744211854,0.05,64,0.43026533519117277,3.234737161850521,3.0730003037579947,
Fixed 5%,23,0.43763941626317465,0.05,64,0.4292290951766977,3.2359832702429436,3.0741841067307965,
Fixed 5%,24,0.43662067764388646,0.05,64,0.42826784015414043,3.2371366085527034,3.075279778125068,
Fixed 5%,25,0.43567573137632115,0.05,64,0.4273759856737036,3.2382044378543946,3.0762942159616746,
Fixed 5%,26,0.43479907213627966,0.05,64,0.42654838565519104,3.2391934022835778,3.0772337321693986,
Fixed 5%,27,0.43398562799365786,0.05,64,0.4257802947769976,3.2401095880076487,3.078104108607266,
Fixed 5%,28,0.43323072307996224,0.05,64,0.42506733454409523,3.240958575705005,3.0789106469197547,
Fixed 5%,29,0.4325300439234502,0.05,64,0.42440546261285267,3.241745487374305,3.0796582130055894,
Fixed 5%,30,0.43187960902968026,0.05,64,0.42379094500724,3.2424750281783843,3.080351276769465,
Fixed 5%,31,0.4312757413420439,0.05,64,0.4232203309089917,3.243151523928594,3.080993947732164,
Fixed 5%,32,0.4307150432649368,0.05,64,0.4226904297451008,3.243778954731805,3.0815900069952145,
Fixed 5%,33,0.430194373973089,0.05,64,0.42219829033080947,3.2443609852514896,3.082142935988915,
Fixed 5%,34,0.42971082876541344,0.05,64,0.4217411818560218,3.2449009919741165,3.0826559423754105,
Fixed 5%,35,0.4292617202515431,0.05,64,0.4213165765286189,3.2454020878207777,3.083131983429739,
Fixed 5%,36,0.4288445611848139,0.05,64,0.4209221337101567,3.24586714440011,3.0835737871801046,
Fixed 5%,37,0.42845704877748364,0.05,64,0.42055568539843374,3.246298812161069,3.0839838715530155,
Fixed 5%,38,0.4280970503530086,0.05,64,0.4202152229278915,3.2466995386717796,3.0843645617381905,
Fixed 5%,39,0.4277625902066911,0.05,64,0.41989888477311976,3.2470715852229914,3.0847180059618418,
