angle_deg,bartlett,music
-4.149999999999999,0.9970906595498096,0.10854135138177355
-4.099999999999998,0.997459946125499,0.10881934929817379
-4.049999999999997,0.997802248740023,0.10916012504488118
-4.0,0.9981179825515648,0.10956411740324802
-3.9499999999999993,0.9984075666154673,0.11003190744260723
-3.8999999999999986,0.9986714237145513,0.1105642199988978
-3.849999999999998,0.9989099801881358,0.11116192579646743
-3.799999999999997,0.9991236657598277,0.11182604422016662
-3.75,0.9993129133641366,0.11255774674926806
-3.6999999999999993,0.999478158971983,0.11335836106916843
-3.6499999999999986,0.9996198414151589,0.11422937588129618
-3.599999999999998,0.999738402209813,0.1151724464361896
-3.549999999999997,0.9998342853790202,0.11618940081934867
-3.5,0.9999079372744957,0.11728224702424672
-3.4499999999999993,0.9999598063975343,0.11845318085182426
-3.3999999999999986,0.9999903432192201,0.11970459468090502
-3.349999999999998,1.0,0.12103908715930754
-3.299999999999997,0.9999892306086545,0.12245947387096848
-3.25,0.9999584903407687,0.12396879904017284
-3.1999999999999993,0.9999082357367416,0.12557034834000896
-3.1499999999999986,0.999838924399414,0.1272676628784104
-3.099999999999998,0.9997510148113915,0.12906455444161866
-3.049999999999997,0.9996449661521084,0.13096512208155925
-3.0,0.9995212381147264,0.13297377014041784
-2.9499999999999993,0.9993802907229142,0.13509522781257788
